candidate_id,estate,source_id,node_type,title,document_or_part,paragraph_or_rule,url,matched_amounts,rule_based_reason,snippet,is_threshold,inflation_index_candidate,threshold_amounts,threshold_type,confidence,llm_rationale
cand-00145,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,£1.4 m,Monetary amount appears with threshold/trigger language.,The deposit is a result of a THB event that is subject to a £1.4 million limit for each individual.,true,true,£1.4 million,compensation_or_protection_limit,high,THB event is expressly subject to a £1.4m limit per individual.
cand-00146,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£1.4 m; £2.8 m; £500,000",Monetary amount appears with threshold/trigger language.,"One of the account holders dies, the surviving account holder has their FSCS protection limit temporarily increased by £1.4 million giving them £2.8 million of FSCS protection for THBs (in addition to the protection provided by the deposit protection limit). (c) There is a joint account holding £500,000 with three account holders.",true,true,£1.4 million,compensation_or_protection_limit,medium,£1.4m is the temporary protection limit increase; other amounts are example balances/totals.
cand-00147,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"There are no THBs in the account, so the trustees (treating co-trustees as a single person) have £120,000 FSCS protection.",true,true,"£120,000",compensation_or_protection_limit,high,Trustees have £120k FSCS protection.
cand-00148,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£500,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"This remains so after one of the trustees dies, as the other trustees are still considered a unit for FSCS purposes. (d) There is a joint account holding £500,000 with three account holders, all three are co-trustees, however, one of the trustees also has an individual absolute beneficial entitlement.",false,false,,not_a_threshold,high,£500k is only a joint account balance in an example.
cand-00149,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"There are no THBs, so each individual with an absolute beneficial interest benefits from £120,000 protection.",true,true,"£120,000",compensation_or_protection_limit,high,States individuals with absolute beneficial interest benefit from £120k protection.
cand-00150,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£30,000; £150,000",Monetary amount appears with threshold/trigger language.,"The account holder who is a trustee also with an individual absolute beneficial interest dies and their FSCS protection limit is shared between the four beneficiaries with the result that the beneficiaries have their FSCS protection limit temporarily increased by £30,000 giving them each £150,000 FSCS protection. (e) The situation is as in (d), except that a trustee and two of the beneficiaries have an absolute beneficial entitlement, and the trust is discretionary in relation to two other beneficiaries.",false,false,,not_a_threshold,medium,£30k and £150k are derived shares/totals in a worked example.
cand-00151,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£120,000",Monetary amount appears with threshold/trigger language.,"Their £120,000 protection limit is shared between the two beneficiaries with an absolute entitlement and the two co-trustees (treating co-trustees as a single person), by virtue of there also being individuals with unvested beneficial interests.",true,true,"£120,000",compensation_or_protection_limit,high,£120k protection limit is allocated among beneficiaries/trustees.
cand-00152,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£40,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Each share of the temporary increase is therefore £40,000.",false,false,,not_a_threshold,high,£40k is a calculated share in a worked example.
cand-00153,sop,4c0be45237805331,guidance_paragraph,SoP1/15 – Deposit Guarantee Scheme 6.3,SoP1/15 – Deposit Guarantee Scheme,6.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---deposit-guarantee-scheme/01-06-2026#16db08c557b543a6a003b214adfe56a2,"£160,000",Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"This results in the two beneficiaries with an absolute beneficial entitlement and, on behalf of the discretionary trust, the co-trustees (treating them as a single person), each having £160,000 FSCS protection.",false,false,,not_a_threshold,high,£160k is a resulting protection total in a worked example.
cand-00154,sop,6e9546aa9b904f2a,guidance_paragraph,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information 3.6D,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information,3.6D,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-publication-of-solvency-ii-technical-information/01-06-2026#79594efff27a4eae8256f36ec0477073,£45 m,Monetary amount appears with threshold/trigger language.,"The PRA uses the same volume indicators as applied by EIOPA (at the end of the TP) for assessing the liquidity of the swaps market, but with the average (over one year) daily notional turnover requirement being £45 million.",true,true,£45 million,other_threshold,medium,Swaps market liquidity assessment uses average daily notional turnover requirement of £45m.
cand-00155,sop,6e9546aa9b904f2a,guidance_paragraph,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information 3.6D,SoP1/20 – The PRA’s approach to the publication of Solvency II technical information,3.6D,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-publication-of-solvency-ii-technical-information/01-06-2026#79594efff27a4eae8256f36ec0477073,£45 m,Monetary amount appears with threshold/trigger language.,These indicators therefore comprise the: average (over one year) daily notional turnover of at least £45 million; and average (over one year) daily number of trades of at least ten.,true,true,£45 million,other_threshold,medium,Liquidity indicator requires average daily notional turnover of at least £45m.
cand-00168,sop,5cccf16a793b40ef,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.1,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.1,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£73.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,The UK is a leading international financial centre with a surplus of financial services trade of £73.2 billion in 202315.,false,false,,not_a_threshold,high,Amount is a historical/statistical trade surplus figure.
cand-00169,sop,493f752b834069ab,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.2,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.2,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£208.2 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"It contributed £208.2 billion to the UK economy in 2023, 8.8% of total economic output.17 The UK financial sector supports the wider economy through its provision of vital services.",false,false,,not_a_threshold,high,"Amount is economic output contribution, not a regulatory cut-off."
cand-00170,sop,333ede352c44d50f,guidance_paragraph,SoP1/25 – The Prudential Regulation Authority’s approach to policy 3.3,SoP1/25 – The Prudential Regulation Authority’s approach to policy,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-policy/01-06-2026#pdf-page-11,£1.2,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"At its peak, total UK government support for the financial system in cash and guarantees amounted to almost £1.2 trillion.18",false,false,,not_a_threshold,high,"Amount is historical government support, not a threshold."
cand-00171,sop,30558da69dd1159a,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-4,£207 billion; £47 billion; £22 billion; £156 billion; £14 billion; £12 billion; £10 billion; £4 billion,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Other overseas Major British retail banks £207 billion banks C h a rt 4 B a n ks’ cu m u la tive w rite -o ffs(a) £47 billion Per cent of total loans 8 Medium-sized and small British banks £22 billion 6 Japanese British banks merchant Building societies £156 billion £14 billion banks £12 billion US banks Vulnerable 4 £10 billion small banks £4 billion(b) (a) Sto ck o f sterlin g-d en o m in ated lo an s to U K resid en ts, exclu d in g fin an cialin stitu tio n s.",false,false,,not_a_threshold,high,"Amounts are chart/narrative loan write-off figures, not regulatory cut-offs."
cand-00172,sop,7e72628926ee4b04,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-4,£ 15,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"8 9 ,th ey h ad £ 15 b illio n o flo an s o u tstan d in g in m o n ey lo sses are scaled to th e sh are o f lo an s o u tstan d in g at th e b egin n in g o f th e p erio d . m arkets — m argin ally less th an in vestm en t b an ks,an d eq u ivalen t to h alfth eirlen d in g in th e U n ited K in gd o m .",false,false,,not_a_threshold,high,Amount is historical loans outstanding in narrative text.
cand-00175,sop,a4fcd6f3e31c7fcb,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 1; £ 2,Monetary amount appears with threshold/trigger language.,"It is cleare x p o st T h e eco n o m ic co st o fth e failu re o fth ese in stitu tio n s w as fro m th e cred it lo sses d u rin g th e recessio n th at b an ks to o k o n sm all.T o geth er,th e sm allb an ks th at failed h ad assets o f to o m u ch risk d u rin g th e b o o m p erio d . ap p ro xim ately £ 1 b illio n — less th an 0.2 % o fG D Pin 19 9 1.In co n trast to m an y b an kin g crises aro u n d th e w o rld ,th ere w as (1) B an k o f En glan d A rch ives (R eferen ce 9 A 2 5 7 /1). (2 ) N H L relied h eavily o n lo calau th o rity fu n d in g,lo sin g m u ch o f th is in M arch /A p ril19 9 1. n o go vern m en t in jectio n o fcap italin to th e b an kin g system , B y m id -M ay,o n ly o n e th ird o f th e n ext tw o m o n th s’m atu rities w ere exp ected to ro ll alth o u gh th e B an k o fEn glan d to o k a sm alllo ss o n th e o ver.Fo llo w in g B C C I’s co llap se m o st o f th is w as lo st.T h e clearers agreed to p ro vid e a £ 2 00 m illio n facility,b u t o n ly w ith an au th o rity’s gu aran tee.B y Feb ru ary 19 9 2 ,th e cred it th at it exten d ed (C h a rt 8 ).",false,false,,not_a_threshold,high,"Amounts describe historical failed-bank assets/facility, not regulatory thresholds."
cand-00176,sop,a4fcd6f3e31c7fcb,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis 19,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,19,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 115 m,Monetary amount appears with threshold/trigger language.,"In 19 9 3 ,th e B an k d isclo sed B an k o f En glan d w as co m m itted to m eetin g allN H L’s liab ilities an d b o u gh t it o u trigh t in 19 9 4 fo r a n o m in alsu m in o rd er to facilitate co n tro lo ver asset realisatio n . th at it h ad m ad e p ro visio n s o f£ 115 m illio n again st p o ssib le (3 ) C ity M erch an ts’liq u id ity d ifficu lties w ere less severe b u t clien t m o n ey fu n d in g w as at",false,false,,not_a_threshold,high,Amount is a historical provision against losses.
cand-00173,sop,361de00fda7c2d73,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 23,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-5,6 Sterling,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,C h a rt 5 T im e lin e o f th e crisis Per cent 8 Annual growth in GDP 7 Bank of England provides liquidity assistance to three small banks 6 Sterling ofﬁ cially joins ERM 4 BCMB enters 3 administration + Authority Bank – enters administration Chancery 1 Bank fails BCCI fails.,false,false,,not_a_threshold,high,"Text is a chart/timeline label, not a monetary threshold."
cand-00174,sop,0677e59692eea561,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 33,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-6,£ 6; £ 9,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"T o p ical articles T h e sm all b an k failu res o f th e early 19 9 0s 47 [a vu ln erab le sm allb an k]is th at it h as a su b stan tial C h a rt 8 Fisca l co sts o f b a n kin g crise s(a) (b ) £ 6 00m illio n o fco m m ercialp ap erin th e m arket an d it h as Per cent of annual GDP 80 £ 9 0m illio n o ffu n d in g fro m q u ality co rp o rate n am es’.In o th erw o rd s,th e B an k feared th at th e sm allb an ks’p ro b lem s 70 w o u ld sp read to a d ifferen t secto ro fth e fu n d in g m arket,an d a 60 secto ro n w h ich so m e o fth e largerb an ks w ere h eavily (1) 50 relian t.",false,false,,not_a_threshold,high,Amounts are historical market funding figures in narrative text.
cand-00177,sop,f4db068d2db5f77d,guidance_paragraph,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis PDF paragraph 37,SoP14/24 – The Prudential Regulation Authority’s approach to cost benefit analysis,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-cost-benefit-analysis/01-06-2026#pdf-page-7,£ 3,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"lo sses. risk.T h e B an k again gu aran teed a facility,allo w in g C ity M erch an ts tim e to ru n d o w n th e b u sin ess.A fter d iscu ssio n w ith th e B an k,N atW est an d Llo yd s agreed to p ro vid e a £ 3 0 m illio n facility fo r tw o m o n th s (w ith p o ssib le exten sio n u p to tw elve m o n th s) p ro vid ed th e B an k o f En glan d w o u ld co ver th e risk. (4 ) S ee B an k o f En glan d (19 9 3 ).",false,false,,not_a_threshold,high,Amount is a historical facility amount.
cand-00156,sop,23826992bc300ff0,guidance_paragraph,SoP2/16 – The implementation of ring-fencing: the PRA’s approach to ring-fencing transfer schemes 1.2,SoP2/16 – The implementation of ring-fencing: the PRA’s approach to ring-fencing transfer schemes,1.2,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-implementation-of-ring-fencing-the-pras-approach-to-ring-fencing-transfer-schemes/01-06-2026#3a13bc6b1b3a4b16952eb20c2eb4e96c,£25 billion,Monetary amount appears with threshold/trigger language.,"Institutions that have more than £25 billion of ‘core deposits’ – broadly those from individuals and small businesses – on average, over a period of three years, will be subject to ring-fencing requirements.",true,true,£25 billion,scope_trigger,high,Institutions above £25bn core deposits are subject to ring-fencing requirements.
cand-00178,sop,9135145bb9997b9a,guidance_paragraph,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime 3.3,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-small-domestic-deposit-taker-sddt-regime/01-06-2026#pdf-page-7,£20 billion,Monetary amount appears with threshold/trigger language.,The PRA considers that this is likely to be the case where the firm can demonstrate that the group’s total assets do not exceed £20 billion when calculated on the following basis: • the measure of total assets is comparable to the measure used in the SDDT criteria and calculated using the average of this measure during the previous 36 months; and • the entities included in or excluded from the group for this purpose are determined using approximately the same principles as those used when establishing the boundaries of a UK regulatory consolidation group.3,true,true,£20 billion,permission_or_exemption_condition,high,Group total assets must not exceed £20bn for SDDT modification criterion.
cand-00179,sop,989bb54f71529cf6,guidance_paragraph,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime 3.4,SoP2/23 – Operating the Small Domestic Deposit Taker (SDDT) regime,3.4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-small-domestic-deposit-taker-sddt-regime/01-06-2026#pdf-page-7,£20 billion,Monetary amount appears with threshold/trigger language.,"If a firm in this position wishes to be subject to the SDDT regime, it should apply to the PRA under section 138A of the Financial Services and Markets Act 2000 (FSMA 2000) for a modification of the SDDT criteria, so that instead of the criterion specifying ‘any parent undertaking of the firm is a UK undertaking’, there is a criterion to the effect that the group’s total assets do not exceed £20 billion, appropriately tailored to the circumstances of the group.",true,true,£20 billion,permission_or_exemption_condition,high,SDDT modification would set a group assets cap of £20bn.
cand-00180,sop,30347f83654c18bc,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 1,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,1,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£25; £75; £125 m,Monetary amount appears with threshold/trigger language.,£25-75 million £75-125 million > £125 million,true,true,£25-75 million; £75-125 million; >£125 million,other_threshold,medium,Monetary enforcement bands act as cut-offs for seriousness level.
cand-00181,sop,3b9190fece11dd82,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 2,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,2,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£15; £45; £75 m,Monetary amount appears with threshold/trigger language.,£15-45 million £45-75 million > £75 million,true,true,£15-45 million; £45-75 million; >£75 million,other_threshold,medium,Monetary enforcement bands act as cut-offs for seriousness level.
cand-00182,sop,deb9108b26487dff,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 3,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£1; £7; £15 m,Monetary amount appears with threshold/trigger language.,£1-7 million £7-15 million > £15 million,true,true,£1-7 million; £7-15 million; >£15 million,other_threshold,medium,Monetary enforcement bands act as cut-offs for seriousness level.
cand-00183,sop,2f5e53838e03f6f6,guidance_paragraph,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023 4,SoP3/13 – The Bank of England’s approach to enforcement: changes to statements of policy and procedure following the Financial Services and Markets Act 2023,4,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop-the-bank-of-englands-approach-to-enforcement/01-06-2026#pdf-page-56,£1 m; £1; £2 m,Monetary amount appears with threshold/trigger language.,£1 million £1-2 million > £2 million 4.21.,true,true,£1 million; £1-2 million; >£2 million,other_threshold,medium,Monetary enforcement bands act as cut-offs for seriousness level.
cand-00157,sop,13618bc0c1f0880b,guidance_paragraph,SoP3/15 – The Prudential Regulation Authority's approach to insurance business transfers 2.13A,SoP3/15 – The Prudential Regulation Authority's approach to insurance business transfers,2.13A,https://www.prarulebook.co.uk/guidance/statements-of-policy/the-pras-approach-to-insurance-business-transfers/01-06-2026#229fb61dd7ff4908a192c1ce814ad2d1,£100 m,Monetary amount appears with threshold/trigger language.,"Where a scheme involves a book of non-life insurance business in run-off, with gross technical provisions of more than £100 million, 10 and where the scheme will increase the transferee’s technical provisions by more than 10%, the PRA intends to exercise its powers under s166 of FSMA in order to assess the operational readiness of the transferee to accept the scheme in most cases, except where it is able to satisfy itself by other means such as a recent s166 assessment in the same area or an equivalent assessment by an independent body or regulator.",true,true,£100 million,other_threshold,high,Non-life run-off transfers above £100m technical provisions trigger likely s166 assessment.
cand-00158,sop,b004bd8e6ec0c040,guidance_paragraph,SoP3/16 – Calculating risk-based levies for the Financial Services Compensation Scheme deposits class 3.8,SoP3/16 – Calculating risk-based levies for the Financial Services Compensation Scheme deposits class,3.8,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---calculating-risk-based-levies-for-the-fscs-deposits-class/01-06-2026#7cd851fd17764dce870c895931303756,£5 m; £10 m,Monetary amount appears with threshold/trigger language.,"The PRA will use the following calibration scales to attribute IRSs for each risk indicator for each DGS member that is a credit union in each levy cycle: (i) Leverage ratio Bucket Total assets of less than £5 million or fewer than 5,000 members ≤3% >3% Total assets of more than £5 million or more than 5,000 members ≤5% >5% Total assets of more than £10 million, more than 15,000 members or undertakes an additional activity other than providing transactional accounts ≤8% >8% IRS 100 0 Leverage ratio will be calculated as the ratio of total reserves 13 to total assets 14 . (ii) Liquidity ratio Bucket ≤10% >10% IRS 100 0 Liquidity ratio will be calculated as the ratio of liquid assets 15 to total relevant liabilities 16 . (iii) Non-performing loans (NPL) Ratio Bucket (by percentile rank) 0–20 th 20 th –40 th 40 th –60 th 60 th –80 th 80 th –100 th IRS 0 25 50 75 100 NPL ratio will be calculated as the ratio of total net liabilities in arrears 17 to total net liabilities 18 . (iv) Return on assets (RoA) Bucket (by percentile rank) 0–20 th 20 th –40 th 40 th –60 th 60 th –80 th 80 th –100 th IRS 100 75 50 25 0 RoA will be calculated as the ratio of profit/loss after tax excluding grant ",true,true,£5 million; £10 million,fee_or_levy_band,high,Credit union total asset bands calibrate risk-based FSCS levies.
cand-00184,sop,4f0d3802927d6040,guidance_paragraph,SoP3/23 – Operating the Interim Capital Regime 3.3,SoP3/23 – Operating the Interim Capital Regime,3.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-interim-capital-regime/01-06-2026#pdf-page-6,£20 billion,Monetary amount appears with threshold/trigger language.,The PRA considers that this is likely to be the case where the firm can demonstrate that the group’s total assets do not exceed £20 billion when calculated on the following basis: • the measure of total assets is comparable to the measure used in the SDDT criteria and calculated using the average of this measure during the previous 36 months; and • the entities included in or excluded from the group for this purpose are determined using approximately the same principles as those used when establishing the boundaries of a UK consolidation group.,true,true,£20 billion,permission_or_exemption_condition,high,Group total assets must not exceed £20bn for ICR/SDDT criterion modification.
cand-00185,sop,b16ea09dd8aecbc1,guidance_paragraph,SoP3/23 – Operating the Interim Capital Regime PDF paragraph 19,SoP3/23 – Operating the Interim Capital Regime,,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---operating-the-interim-capital-regime/01-06-2026#pdf-page-6,£20 billion,Monetary amount appears with threshold/trigger language.,"of the SDDT criteria, so that instead of the criterion specifying ‘any parent undertaking of the firm is a UK undertaking’, there is a criterion to the effect that the group’s total assets do not exceed £20 billion, appropriately tailored to the circumstances of the group.",true,true,£20 billion,permission_or_exemption_condition,high,Criterion requires group total assets not to exceed £20bn.
cand-00187,sop,6d1e1f9930f26549,guidance_paragraph,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer 1,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer,1,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-implementation-of-the-o-sii/01-06-2026#pdf-page-5,£25bn; £35bn,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"The draft Financial Services and Markets Act 2000 (Ring-fenced Bodies, Core Activities, Excluded Activities and Prohibitions) (Amendment) Order 2023 (the ‘draft 2023 Order’), published by HMT on Thursday 28 September 2023, proposes to change the core deposit level condition from £25bn to £35bn.",true,true,£25 billion; £35 billion,scope_trigger,high,Core deposit level condition is a statutory ring-fencing threshold.
cand-00186,sop,b143ecfff7d9ab74,guidance_paragraph,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer 2.3,SoP4/16 – The PRA’s approach to the implementation of the O-SII buffer,2.3,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-approach-to-the-implementation-of-the-o-sii/01-06-2026#pdf-page-4,£35 billion,Monetary amount appears with threshold/trigger language.,"The PRA only applies an O-SII buffer to all banking groups containing RFBs, within the meaning of Section 142A of the Financial Services and Markets Act 2000 (FSMA), and large building societies that hold more than £35 billion in deposits (where one or more of the account holders is a small business) and shares (excluding deferred shares).1 Jointly, these are referred to as ‘firms that are subject to the O-SII buffer’.",true,true,£35 billion,scope_trigger,high,O-SII buffer applies to large building societies above £35bn deposits/shares.
cand-00159,sop,de905c1e8627d8cf,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.33,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#a6dde1c436744aa89ad5672d4fdf8667,£94m; £3778m; £19m; £3778,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,"Assume the CCoB is £94m (2.5% of £3778m – the starting RWAs), and CCyB is set at £19m (0.5% of £3778 RWAs).",false,false,,not_a_threshold,high,Amounts are assumptions in a worked Pillar 2 capital example.
cand-00160,sop,de905c1e8627d8cf,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.33,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.33,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#a6dde1c436744aa89ad5672d4fdf8667,£136m; £94m; £19m; £23m; £3778m,Monetary amount needs LLM review to distinguish threshold from ordinary mention.,£136m minus £94m minus £19m = £23m (0.6% of £3778m RWAs).,false,false,,not_a_threshold,high,Amounts are arithmetic in a worked Pillar 2 capital example.
cand-00161,sop,43505e0174bd18f6,guidance_paragraph,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital 9.47,SoP5/15 – The PRA’s methodologies for setting Pillar 2 capital,9.47,https://www.prarulebook.co.uk/guidance/statements-of-policy/sop---the-pras-methodologies-for-setting-pillar-2-capital/01-06-2026#44cbbc6d398e499c833c746419a7e1c8,£5 billion,Monetary amount appears with threshold/trigger language.,"All firms with total assets equal to or greater than £5 billion, at the relevant level of consolidation used as the basis of their ICAAP, must report the data in the stress testing Pillar 2 data item (PRA111) in accordance with Reporting Pillar 2.",true,true,£5 billion,reporting_trigger,high,Firms with assets at or above £5bn must report PRA111 stress testing data.
